seq,host_time,device,point,quality,value,reason
177,2026-09-15 23:39:15.536,GW-LINE-B,dry01.levelTrend,Good,-5.427163,
178,2026-09-15 23:39:15.542,GW-LINE-B,rob01.cycleTime,Good,2.9,
179,2026-09-15 23:39:15.542,GW-LINE-B,rob01.trajectory,Good,7.939255,
180,2026-09-15 23:39:16.032,IM-01,im01.prodTime,Good,09/15/2026 23:39:16,
181,2026-09-15 23:39:16.524,IM-01,im01.oilTemp,Good,44.6,
183,2026-09-15 23:39:16.524,EM-01,em01.totalEnergy,Good,4372.99,
182,2026-09-15 23:39:16.524,IM-01,im01.energyTotal,Good,1.62816666666738,
184,2026-09-15 23:39:16.524,EM-01,em01.forwardEnergy,Good,4372.99,
185,2026-09-15 23:39:16.524,EM-01,em01.voltageA,Good,383,
186,2026-09-15 23:39:16.524,EM-01,em01.voltageC,Good,378,
187,2026-09-15 23:39:16.524,EM-01,em01.currentA,Good,132.5,
188,2026-09-15 23:39:16.524,EM-01,em01.activePower,Good,105,
189,2026-09-15 23:39:16.524,EM-01,em01.reactivePower,Good,37,
190,2026-09-15 23:39:16.524,EM-01,em01.powerFactor,Good,0.906,
191,2026-09-15 23:39:16.524,EM-01,em01.frequency,Good,49.93,
192,2026-09-15 23:39:16.524,EM-01,em01.demand,Good,105,
193,2026-09-15 23:39:16.524,EM-01,em01.energyF64,Good,44.3940833333338,
194,2026-09-15 23:39:16.524,EM-01,em01.unbalance,Good,1.578947,
195,2026-09-15 23:39:16.528,GW-LINE-B,mtc01.actualTemp,Good,99.4,
196,2026-09-15 23:39:16.528,GW-LINE-B,mtc01.pumpPressure,Good,2,
197,2026-09-15 23:39:16.528,GW-LINE-B,mtc01.pumpFlow,Good,24,
198,2026-09-15 23:39:16.528,GW-LINE-B,mtc01.pumpCurrent,Good,5.9,
199,2026-09-15 23:39:16.528,GW-LINE-B,mtc01.heatPower,Good,4,
200,2026-09-15 23:39:16.528,GW-LINE-B,mtc01.outletTemp,Good,99.9,
201,2026-09-15 23:39:16.528,GW-LINE-B,mtc01.tempAvg,Good,993.9921,
202,2026-09-15 23:39:16.530,ENV-01,env01.roomTemp,Good,23.9,
203,2026-09-15 23:39:16.530,ENV-01,env01.dewPoint,Good,14.5,
204,2026-09-15 23:39:16.530,ENV-01,env01.noise,Good,71,
205,2026-09-15 23:39:16.530,ENV-01,env01.pm25,Good,32,
206,2026-09-15 23:39:16.530,ENV-01,env01.illuminance,Good,377,
207,2026-09-15 23:39:16.530,ENV-01,env01.tempFluctuation,Good,11.96119,
208,2026-09-15 23:39:16.536,GW-LINE-B,dry01.dewPoint,Good,-35.3,
209,2026-09-15 23:39:16.537,GW-LINE-B,dry01.heatPower,Good,8,
210,2026-09-15 23:39:16.537,GW-LINE-B,dry01.fanCurrent,Good,1.6,
211,2026-09-15 23:39:16.539,GW-LINE-B,dry01.levelTrend,Good,-5.457808,
212,2026-09-15 23:39:16.545,GW-LINE-B,rob01.trajectory,Good,8.15982,
213,2026-09-15 23:39:17.032,IM-01,im01.prodTime,Good,09/15/2026 23:39:17,
214,2026-09-15 23:39:17.525,IM-01,im01.moldTemp,Good,84.5,
215,2026-09-15 23:39:17.525,EM-01,em01.totalEnergy,Good,4375.75,
216,2026-09-15 23:39:17.525,EM-01,em01.forwardEnergy,Good,4375.75,
217,2026-09-15 23:39:17.525,IM-01,im01.oilTemp,Good,44.8,
218,2026-09-15 23:39:17.525,EM-01,em01.voltageA,Good,380,
219,2026-09-15 23:39:17.525,EM-01,em01.voltageB,Good,382,
220,2026-09-15 23:39:17.525,EM-01,em01.voltageC,Good,377,
221,2026-09-15 23:39:17.525,EM-01,em01.currentA,Good,207.5,
222,2026-09-15 23:39:17.525,EM-01,em01.activePower,Good,95,
223,2026-09-15 23:39:17.525,EM-01,em01.reactivePower,Good,22,
224,2026-09-15 23:39:17.525,IM-01,im01.energyTotal,Good,1.62900000000072,
225,2026-09-15 23:39:17.525,EM-01,em01.powerFactor,Good,0.867,
226,2026-09-15 23:39:17.525,EM-01,em01.frequency,Good,49.9,
227,2026-09-15 23:39:17.525,EM-01,em01.demand,Good,95,
228,2026-09-15 23:39:17.525,EM-01,em01.energyF64,Good,44.4220555555561,
229,2026-09-15 23:39:17.525,EM-01,em01.unbalance,Good,1.315789,
230,2026-09-15 23:39:17.527,GW-LINE-B,mtc01.actualTemp,Good,99.2,
231,2026-09-15 23:39:17.527,GW-LINE-B,mtc01.pumpFlow,Good,37,
232,2026-09-15 23:39:17.527,GW-LINE-B,mtc01.pumpCurrent,Good,6,
233,2026-09-15 23:39:17.527,GW-LINE-B,mtc01.heatPower,Good,8,
234,2026-09-15 23:39:17.527,GW-LINE-B,mtc01.outletTemp,Good,99.7,
235,2026-09-15 23:39:17.527,GW-LINE-B,mtc01.tempAvg,Good,991.514,
236,2026-09-15 23:39:17.529,ENV-01,env01.humidity,Good,55,
237,2026-09-15 23:39:17.529,ENV-01,env01.dewPoint,Good,15.1,
238,2026-09-15 23:39:17.529,ENV-01,env01.noise,Good,75,
239,2026-09-15 23:39:17.529,ENV-01,env01.pm25,Good,41,
240,2026-09-15 23:39:17.529,ENV-01,env01.pressureDiff,Good,-2,
241,2026-09-15 23:39:17.529,ENV-01,env01.illuminance,Good,363,
242,2026-09-15 23:39:17.529,ENV-01,env01.tempFluctuation,Good,11.7954,
243,2026-09-15 23:39:17.535,GW-LINE-B,dry01.dewPoint,Good,-34.6,
244,2026-09-15 23:39:17.535,GW-LINE-B,dry01.heatPower,Good,5,
245,2026-09-15 23:39:17.535,GW-LINE-B,dry01.fanCurrent,Good,1.7,
246,2026-09-15 23:39:17.537,GW-LINE-B,dry01.levelTrend,Good,-5.480335,
247,2026-09-15 23:39:17.543,GW-LINE-B,rob01.cycleTime,Good,2.7,
248,2026-09-15 23:39:17.543,GW-LINE-B,rob01.trajectory,Good,7.711706,
249,2026-09-15 23:39:18.034,IM-01,im01.prodTime,Good,09/15/2026 23:39:18,
250,2026-09-15 23:39:18.525,EM-01,em01.totalEnergy,Good,4378.77,
251,2026-09-15 23:39:18.525,IM-01,im01.moldTemp,Good,84.6,
252,2026-09-15 23:39:18.525,IM-01,im01.oilTemp,Good,44.4,
254,2026-09-15 23:39:18.525,IM-01,im01.energyTotal,Good,1.62983333333405,
253,2026-09-15 23:39:18.525,EM-01,em01.forwardEnergy,Good,4378.77,
255,2026-09-15 23:39:18.525,EM-01,em01.voltageA,Good,375,
256,2026-09-15 23:39:18.525,EM-01,em01.voltageB,Good,376,
257,2026-09-15 23:39:18.525,EM-01,em01.voltageC,Good,380,
258,2026-09-15 23:39:18.525,EM-01,em01.currentA,Good,192.2,
259,2026-09-15 23:39:18.525,EM-01,em01.activePower,Good,114,
260,2026-09-15 23:39:18.525,EM-01,em01.reactivePower,Good,29,
261,2026-09-15 23:39:18.525,EM-01,em01.powerFactor,Good,0.87,
262,2026-09-15 23:39:18.525,EM-01,em01.frequency,Good,50.01,
263,2026-09-15 23:39:18.525,EM-01,em01.demand,Good,114,
264,2026-09-15 23:39:18.525,EM-01,em01.energyF64,Good,44.4526666666672,
265,2026-09-15 23:39:18.527,ENV-01,env01.noise,Good,72,
266,2026-09-15 23:39:18.527,ENV-01,env01.pm25,Good,35,
267,2026-09-15 23:39:18.527,ENV-01,env01.pressureDiff,Good,0,
268,2026-09-15 23:39:18.527,ENV-01,env01.illuminance,Good,448,
269,2026-09-15 23:39:18.527,ENV-01,env01.tempFluctuation,Good,11.77861,
270,2026-09-15 23:39:18.527,GW-LINE-B,mtc01.pumpPressure,Good,4,
271,2026-09-15 23:39:18.527,GW-LINE-B,mtc01.pumpFlow,Good,39,
272,2026-09-15 23:39:18.527,GW-LINE-B,mtc01.pumpCurrent,Good,3.2,
273,2026-09-15 23:39:18.527,GW-LINE-B,mtc01.heatPower,Good,6,
274,2026-09-15 23:39:18.527,GW-LINE-B,mtc01.tempAvg,Good,991.8369,
275,2026-09-15 23:39:18.535,GW-LINE-B,dry01.dewPoint,Good,-34.7,
276,2026-09-15 23:39:18.535,GW-LINE-B,dry01.materialLevel,Good,29,
277,2026-09-15 23:39:18.535,GW-LINE-B,dry01.heatPower,Good,3,
278,2026-09-15 23:39:18.535,GW-LINE-B,dry01.fanCurrent,Good,1.6,
279,2026-09-15 23:39:18.537,GW-LINE-B,dry01.levelTrend,Good,-5.511041,
280,2026-09-15 23:39:18.543,GW-LINE-B,rob01.cycleTime,Good,2.8,
281,2026-09-15 23:39:18.543,GW-LINE-B,rob01.trajectory,Good,8.157841,
282,2026-09-15 23:39:19.034,IM-01,im01.prodTime,Good,09/15/2026 23:39:19,
283,2026-09-15 23:39:19.524,GW-LINE-B,mtc01.runSeconds,Good,14124,
284,2026-09-15 23:39:19.524,GW-LINE-B,mtc01.energyTotal,Good,2.10855555555559,
285,2026-09-15 23:39:19.524,EM-01,em01.readTime,Good,09/15/2026 23:39:19,
286,2026-09-15 23:39:19.528,IM-01,im01.clampForceDev,Good,-32,
287,2026-09-15 23:39:19.528,GW-LINE-B,mtc01.tempDeviation,Good,-0.6,
288,2026-09-15 23:39:19.530,EM-01,em01.totalEnergy,Good,4382.05,
289,2026-09-15 23:39:19.530,EM-01,em01.forwardEnergy,Good,4382.05,
290,2026-09-15 23:39:19.530,EM-01,em01.voltageA,Good,384,
291,2026-09-15 23:39:19.530,EM-01,em01.voltageB,Good,379,
292,2026-09-15 23:39:19.530,EM-01,em01.voltageC,Good,379,
293,2026-09-15 23:39:19.530,EM-01,em01.currentA,Good,154.5,
294,2026-09-15 23:39:19.530,EM-01,em01.activePower,Good,109,
295,2026-09-15 23:39:19.530,EM-01,em01.reactivePower,Good,32,
296,2026-09-15 23:39:19.530,EM-01,em01.powerFactor,Good,0.943,
297,2026-09-15 23:39:19.530,EM-01,em01.frequency,Good,49.91,
298,2026-09-15 23:39:19.530,EM-01,em01.demand,Good,109,
299,2026-09-15 23:39:19.530,EM-01,em01.energyF64,Good,44.4860833333338,
300,2026-09-15 23:39:19.532,ENV-01,env01.runSeconds,Good,14125,
301,2026-09-15 23:39:19.532,ENV-01,env01.sampleTime,Good,09/15/2026 23:39:19,
302,2026-09-15 23:39:19.532,IM-01,im01.oilTemp,Good,44.8,
303,2026-09-15 23:39:19.532,IM-01,im01.energyTotal,Good,1.63075000000072,
304,2026-09-15 23:39:19.534,GW-LINE-B,dry01.drySeconds,Good,13501,
305,2026-09-15 23:39:19.534,GW-LINE-B,dry01.energyTotal,Good,2.1676944444445,
306,2026-09-15 23:39:19.536,GW-LINE-B,dry01.dewDeviation,Good,-0.1,
307,2026-09-15 23:39:19.542,GW-LINE-B,rob01.runSeconds,Good,14125,
308,2026-09-15 23:39:19.544,GW-LINE-B,rob01.energyTotal,Good,1.96286111111106,
309,2026-09-15 23:39:19.544,ENV-01,env01.humidity,Good,57,
310,2026-09-15 23:39:19.544,ENV-01,env01.dewPoint,Good,15.4,
311,2026-09-15 23:39:19.544,ENV-01,env01.noise,Good,77,
312,2026-09-15 23:39:19.544,ENV-01,env01.pm25,Good,22,
313,2026-09-15 23:39:19.544,ENV-01,env01.pressureDiff,Good,6,
314,2026-09-15 23:39:19.544,ENV-01,env01.illuminance,Good,429,
315,2026-09-15 23:39:19.544,ENV-01,env01.tempFluctuation,Good,12.42731,
316,2026-09-15 23:39:19.553,GW-LINE-B,mtc01.actualTemp,Good,99.4,
317,2026-09-15 23:39:19.553,GW-LINE-B,mtc01.pumpFlow,Good,18,
318,2026-09-15 23:39:19.553,GW-LINE-B,mtc01.pumpCurrent,Good,5,
319,2026-09-15 23:39:19.553,GW-LINE-B,mtc01.heatPower,Good,7,
320,2026-09-15 23:39:19.553,GW-LINE-B,mtc01.outletTemp,Good,99.9,
321,2026-09-15 23:39:19.553,GW-LINE-B,mtc01.tempAvg,Good,993.8607,
322,2026-09-15 23:39:19.561,GW-LINE-B,dry01.dewPoint,Good,-35.1,
323,2026-09-15 23:39:19.561,GW-LINE-B,dry01.heatPower,Good,8,
324,2026-09-15 23:39:19.561,GW-LINE-B,dry01.fanCurrent,Good,1.7,
325,2026-09-15 23:39:19.563,GW-LINE-B,dry01.levelTrend,Good,-5.539003,
326,2026-09-15 23:39:19.569,GW-LINE-B,rob01.cycleTime,Good,3.1,
327,2026-09-15 23:39:19.569,GW-LINE-B,rob01.trajectory,Good,7.885559,
328,2026-09-15 23:39:20.037,IM-01,im01.prodTime,Good,09/15/2026 23:39:20,
329,2026-09-15 23:39:20.531,EM-01,em01.totalEnergy,Good,4385.06,
330,2026-09-15 23:39:20.531,EM-01,em01.forwardEnergy,Good,4385.06,
331,2026-09-15 23:39:20.531,EM-01,em01.voltageA,Good,379,
332,2026-09-15 23:39:20.531,EM-01,em01.voltageB,Good,381,
333,2026-09-15 23:39:20.531,EM-01,em01.voltageC,Good,382,
334,2026-09-15 23:39:20.531,EM-01,em01.currentA,Good,149.4,
335,2026-09-15 23:39:20.531,EM-01,em01.activePower,Good,117,
336,2026-09-15 23:39:20.531,EM-01,em01.reactivePower,Good,38,
337,2026-09-15 23:39:20.531,EM-01,em01.powerFactor,Good,0.883,
338,2026-09-15 23:39:20.531,EM-01,em01.frequency,Good,50.07,
339,2026-09-15 23:39:20.531,EM-01,em01.demand,Good,117,
340,2026-09-15 23:39:20.531,EM-01,em01.energyF64,Good,44.516694444445,
341,2026-09-15 23:39:20.531,EM-01,em01.unbalance,Good,0.7894737,
342,2026-09-15 23:39:20.533,IM-01,im01.oilTemp,Good,44.6,
343,2026-09-15 23:39:20.533,IM-01,im01.energyTotal,Good,1.63158333333405,
344,2026-09-15 23:39:20.545,ENV-01,env01.roomTemp,Good,23.8,
