seq,host_time,device,point,quality,value,reason
73,2026-09-15 23:33:57.985,IM-01,im01.start,Good,False,
74,2026-09-15 23:33:57.985,IM-01,im01.stop,Good,False,
75,2026-09-15 23:33:57.985,IM-01,im01.estop,Good,False,
76,2026-09-15 23:33:57.986,ENV-01,env01.acSetTemp,Good,24,
77,2026-09-15 23:33:57.986,GW-LINE-B,dry01.dryTemp,Good,79.4,
78,2026-09-15 23:33:57.986,GW-LINE-B,dry01.dewPoint,Good,-34.6,
79,2026-09-15 23:33:57.986,GW-LINE-B,dry01.materialLevel,Good,57,
80,2026-09-15 23:33:57.986,GW-LINE-B,dry01.heatPower,Good,5,
81,2026-09-15 23:33:57.986,GW-LINE-B,dry01.fanCurrent,Good,1,
82,2026-09-15 23:33:57.986,GW-LINE-B,dry01.inTemp,Good,444,
83,2026-09-15 23:33:57.986,GW-LINE-B,dry01.outTemp,Good,594,
84,2026-09-15 23:33:57.987,IM-01,im01.workMode,Good,3,
85,2026-09-15 23:33:57.987,IM-01,im01.targetOutput,Good,50000,
86,2026-09-15 23:33:57.987,IM-01,im01.cavitySetTemp,Good,234,
87,2026-09-15 23:33:57.987,IM-01,im01.moldSetTemp,Good,85,
88,2026-09-15 23:33:57.987,IM-01,im01.holdTime,Good,2.5,
89,2026-09-15 23:33:57.987,IM-01,im01.coolTime,Good,15,
90,2026-09-15 23:33:57.987,IM-01,im01.overTempLimit,Good,260,
91,2026-09-15 23:33:57.987,IM-01,im01.moldTempDualSet,Good,25,
92,2026-09-15 23:33:57.987,IM-01,im01.energyBudget,Good,1500,
93,2026-09-15 23:33:57.987,IM-01,im01.planHours,Good,28800,
94,2026-09-15 23:33:57.987,IM-01,im01.ratedPower,Good,45.5,
95,2026-09-15 23:33:57.988,GW-LINE-B,dry01.levelDual,Good,0,
96,2026-09-15 23:33:57.988,GW-LINE-B,dry01.levelTrend,Good,-2.707094,
97,2026-09-15 23:33:57.988,IM-01,im01.clampForceDev,Good,-56,
98,2026-09-15 23:33:57.988,ENV-01,env01.runSeconds,Good,10909,
99,2026-09-15 23:33:57.988,ENV-01,env01.sampleTime,Good,09/15/2026 23:33:57,
100,2026-09-15 23:33:57.988,ENV-01,env01.areaName,Good,注塑车间A区,
101,2026-09-15 23:33:57.988,ENV-01,env01.alarmCode,Good,0,
102,2026-09-15 23:33:57.990,GW-LINE-B,dry01.setTemp,Good,80,
103,2026-09-15 23:33:57.990,ENV-01,env01.acRunning,Good,True,
104,2026-09-15 23:33:57.990,IM-01,im01.recipeName,Good,PC-ABS-757 ??????,
105,2026-09-15 23:33:57.990,IM-01,im01.bootTime,Good,09/15/2026 23:15:45,
106,2026-09-15 23:33:57.992,GW-LINE-B,rob01.inPlace,Good,True,
107,2026-09-15 23:33:57.992,ENV-01,env01.tempDeviation,Good,0.2,
108,2026-09-15 23:33:57.994,ENV-01,env01.tempAlarmLimit,Good,32,
109,2026-09-15 23:33:57.994,ENV-01,env01.co2Threshold,Good,1000,
110,2026-09-15 23:33:57.994,GW-LINE-B,rob01.cycleTime,Good,2.9,
111,2026-09-15 23:33:57.994,GW-LINE-B,rob01.totalPicks,Good,35,
112,2026-09-15 23:33:57.994,GW-LINE-B,rob01.successPicks,Good,35,
113,2026-09-15 23:33:57.994,GW-LINE-B,rob01.failPicks,Good,0,
114,2026-09-15 23:33:57.994,GW-LINE-B,rob01.posX,Good,8,
115,2026-09-15 23:33:57.994,GW-LINE-B,rob01.posY,Good,2,
116,2026-09-15 23:33:57.994,GW-LINE-B,rob01.posZ,Good,8,
117,2026-09-15 23:33:57.994,GW-LINE-B,rob01.gripState,Good,0,
118,2026-09-15 23:33:57.994,GW-LINE-B,rob01.beat,Good,1161,
119,2026-09-15 23:33:57.994,GW-LINE-B,rob01.posDual,Good,0,
120,2026-09-15 23:33:57.994,GW-LINE-B,rob01.trajectory,Good,7.820692,
121,2026-09-15 23:33:57.996,GW-LINE-B,mtc01.runSeconds,Good,10909,
122,2026-09-15 23:33:57.996,EM-01,em01.ctRatio,Good,20,
123,2026-09-15 23:33:57.996,GW-LINE-B,mtc01.energyTotal,Good,1.65083333333334,
124,2026-09-15 23:33:57.996,EM-01,em01.demandThreshold,Good,320,
125,2026-09-15 23:33:57.998,GW-LINE-B,mtc01.tempDeviation,Good,-0.7,
126,2026-09-15 23:33:57.998,EM-01,em01.meterNo,Good,EM-2026-0001,
127,2026-09-15 23:33:58.000,GW-LINE-B,mtc01.heatingMode,Good,1,
128,2026-09-15 23:33:58.000,ENV-01,env01.areaNameW,Good,注塑车间A区,
129,2026-09-15 23:33:58.002,GW-LINE-B,mtc01.serialNo,Good,MTC-2026-0001,
130,2026-09-15 23:33:58.002,GW-LINE-B,mtc01.calibTime,Good,09/15/2026 23:15:45,
131,2026-09-15 23:33:58.004,GW-LINE-B,dry01.drySeconds,Good,10285,
132,2026-09-15 23:33:58.004,GW-LINE-B,dry01.energyTotal,Good,1.67208333333335,
133,2026-09-15 23:33:58.007,GW-LINE-B,dry01.dewDeviation,Good,0.4,
134,2026-09-15 23:33:58.008,GW-LINE-B,dry01.materialBatch,Good,BATCH-2026W38,
135,2026-09-15 23:33:58.010,GW-LINE-B,dry01.batchBcd,Good,910,
136,2026-09-15 23:33:58.012,GW-LINE-B,rob01.runSeconds,Good,10909,
137,2026-09-15 23:33:58.014,GW-LINE-B,rob01.energyTotal,Good,1.5179722222222,
138,2026-09-15 23:33:58.016,GW-LINE-B,rob01.posDeviation,Good,-92,
139,2026-09-15 23:33:58.018,GW-LINE-B,rob01.pickDelay,Good,2,
140,2026-09-15 23:33:58.020,GW-LINE-B,rob01.programName,Good,PICK-STD-01,
141,2026-09-15 23:33:58.457,IM-01,im01.prodTime,Good,09/15/2026 23:33:58,
142,2026-09-15 23:33:58.957,ENV-01,env01.roomTemp,Good,24.1,
143,2026-09-15 23:33:58.957,ENV-01,env01.humidity,Good,54,
144,2026-09-15 23:33:58.957,ENV-01,env01.dewPoint,Good,15.1,
145,2026-09-15 23:33:58.957,ENV-01,env01.noise,Good,73,
146,2026-09-15 23:33:58.957,ENV-01,env01.pm25,Good,55,
147,2026-09-15 23:33:58.957,ENV-01,env01.pressureDiff,Good,-1,
148,2026-09-15 23:33:58.957,ENV-01,env01.illuminance,Good,444,
149,2026-09-15 23:33:58.957,ENV-01,env01.tempFluctuation,Good,12.45778,
150,2026-09-15 23:33:58.959,GW-LINE-B,mtc01.actualTemp,Good,99.4,
151,2026-09-15 23:33:58.959,GW-LINE-B,mtc01.outletTemp,Good,99.9,
152,2026-09-15 23:33:58.959,GW-LINE-B,mtc01.tempAvg,Good,994.1304,
153,2026-09-15 23:33:58.961,IM-01,im01.moldTemp,Good,84.6,
154,2026-09-15 23:33:58.961,IM-01,im01.oilTemp,Good,44.4,
155,2026-09-15 23:33:58.961,IM-01,im01.energyTotal,Good,1.36358333333373,
156,2026-09-15 23:33:58.963,EM-01,em01.totalEnergy,Good,3386.56,
157,2026-09-15 23:33:58.963,EM-01,em01.forwardEnergy,Good,3386.56,
158,2026-09-15 23:33:58.963,EM-01,em01.voltageA,Good,384,
159,2026-09-15 23:33:58.963,EM-01,em01.voltageB,Good,376,
160,2026-09-15 23:33:58.963,EM-01,em01.currentA,Good,171.4,
161,2026-09-15 23:33:58.963,EM-01,em01.activePower,Good,107,
162,2026-09-15 23:33:58.963,EM-01,em01.powerFactor,Good,0.894,
163,2026-09-15 23:33:58.963,EM-01,em01.frequency,Good,50.02,
164,2026-09-15 23:33:58.963,EM-01,em01.demand,Good,107,
165,2026-09-15 23:33:58.963,EM-01,em01.energyF64,Good,34.3825,
166,2026-09-15 23:33:58.967,GW-LINE-B,dry01.dewPoint,Good,-34.3,
167,2026-09-15 23:33:58.967,GW-LINE-B,dry01.heatPower,Good,8,
168,2026-09-15 23:33:58.967,GW-LINE-B,dry01.fanCurrent,Good,1.5,
169,2026-09-15 23:33:58.968,GW-LINE-B,dry01.levelTrend,Good,-2.735858,
170,2026-09-15 23:33:58.974,GW-LINE-B,rob01.cycleTime,Good,2.7,
171,2026-09-15 23:33:58.974,GW-LINE-B,rob01.trajectory,Good,8.016363,
172,2026-09-15 23:33:59.458,IM-01,im01.prodTime,Good,09/15/2026 23:33:59,
173,2026-09-15 23:33:59.957,ENV-01,env01.roomTemp,Good,24.2,
174,2026-09-15 23:33:59.957,ENV-01,env01.humidity,Good,55,
176,2026-09-15 23:33:59.957,ENV-01,env01.dewPoint,Good,15.2,
177,2026-09-15 23:33:59.957,ENV-01,env01.noise,Good,74,
175,2026-09-15 23:33:59.957,IM-01,im01.moldTemp,Good,84.5,
178,2026-09-15 23:33:59.957,ENV-01,env01.pm25,Good,53,
179,2026-09-15 23:33:59.957,IM-01,im01.oilTemp,Good,44.5,
180,2026-09-15 23:33:59.957,ENV-01,env01.illuminance,Good,468,
181,2026-09-15 23:33:59.957,ENV-01,env01.tempFluctuation,Good,12.62243,
182,2026-09-15 23:33:59.957,IM-01,im01.energyTotal,Good,1.36441666666706,
183,2026-09-15 23:33:59.959,GW-LINE-B,mtc01.actualTemp,Good,99.3,
184,2026-09-15 23:33:59.959,GW-LINE-B,mtc01.outletTemp,Good,99.8,
185,2026-09-15 23:33:59.959,GW-LINE-B,mtc01.tempAvg,Good,992.7285,
186,2026-09-15 23:33:59.963,EM-01,em01.totalEnergy,Good,3389.52,
187,2026-09-15 23:33:59.963,EM-01,em01.forwardEnergy,Good,3389.52,
188,2026-09-15 23:33:59.963,EM-01,em01.voltageA,Good,377,
189,2026-09-15 23:33:59.963,EM-01,em01.voltageB,Good,383,
190,2026-09-15 23:33:59.963,EM-01,em01.voltageC,Good,382,
191,2026-09-15 23:33:59.963,EM-01,em01.currentA,Good,216.7,
192,2026-09-15 23:33:59.963,EM-01,em01.activePower,Good,101,
193,2026-09-15 23:33:59.963,EM-01,em01.reactivePower,Good,30,
194,2026-09-15 23:33:59.963,EM-01,em01.powerFactor,Good,0.919,
195,2026-09-15 23:33:59.963,EM-01,em01.frequency,Good,50.05,
196,2026-09-15 23:33:59.963,EM-01,em01.demand,Good,101,
197,2026-09-15 23:33:59.963,EM-01,em01.energyF64,Good,34.4125277777777,
198,2026-09-15 23:33:59.963,EM-01,em01.unbalance,Good,1.578947,
199,2026-09-15 23:33:59.967,GW-LINE-B,dry01.dewPoint,Good,-34.7,
200,2026-09-15 23:33:59.970,GW-LINE-B,dry01.levelTrend,Good,-2.769402,
201,2026-09-15 23:33:59.976,GW-LINE-B,rob01.cycleTime,Good,2.9,
202,2026-09-15 23:33:59.976,GW-LINE-B,rob01.posY,Good,1,
203,2026-09-15 23:33:59.976,GW-LINE-B,rob01.trajectory,Good,8.26869,
204,2026-09-15 23:34:00.461,IM-01,im01.prodTime,Good,09/15/2026 23:34:00,
205,2026-09-15 23:34:00.958,EM-01,em01.totalEnergy,Good,3392.63,
206,2026-09-15 23:34:00.958,IM-01,im01.energyTotal,Good,1.3652500000004,
207,2026-09-15 23:34:00.958,EM-01,em01.forwardEnergy,Good,3392.63,
208,2026-09-15 23:34:00.958,EM-01,em01.voltageA,Good,383,
209,2026-09-15 23:34:00.958,EM-01,em01.voltageB,Good,386,
210,2026-09-15 23:34:00.958,EM-01,em01.voltageC,Good,375,
211,2026-09-15 23:34:00.958,EM-01,em01.currentA,Good,209.2,
212,2026-09-15 23:34:00.958,EM-01,em01.activePower,Good,122,
213,2026-09-15 23:34:00.958,EM-01,em01.reactivePower,Good,23,
214,2026-09-15 23:34:00.958,EM-01,em01.powerFactor,Good,0.866,
215,2026-09-15 23:34:00.958,EM-01,em01.frequency,Good,50.1,
216,2026-09-15 23:34:00.958,EM-01,em01.demand,Good,122,
217,2026-09-15 23:34:00.958,EM-01,em01.energyF64,Good,34.4441666666666,
218,2026-09-15 23:34:00.958,EM-01,em01.unbalance,Good,2.894737,
219,2026-09-15 23:34:00.960,GW-LINE-B,mtc01.tempAvg,Good,993.4966,
220,2026-09-15 23:34:00.960,ENV-01,env01.roomTemp,Good,24.1,
221,2026-09-15 23:34:00.960,ENV-01,env01.humidity,Good,56,
222,2026-09-15 23:34:00.960,ENV-01,env01.dewPoint,Good,15.5,
223,2026-09-15 23:34:00.960,ENV-01,env01.noise,Good,78,
224,2026-09-15 23:34:00.960,ENV-01,env01.pm25,Good,51,
225,2026-09-15 23:34:00.960,ENV-01,env01.pressureDiff,Good,7,
226,2026-09-15 23:34:00.960,ENV-01,env01.illuminance,Good,434,
227,2026-09-15 23:34:00.960,ENV-01,env01.tempFluctuation,Good,13.06637,
228,2026-09-15 23:34:00.967,GW-LINE-B,dry01.dewPoint,Good,-34.2,
229,2026-09-15 23:34:00.967,GW-LINE-B,dry01.heatPower,Good,4,
230,2026-09-15 23:34:00.967,GW-LINE-B,dry01.fanCurrent,Good,1,
231,2026-09-15 23:34:00.969,GW-LINE-B,dry01.levelTrend,Good,-2.799015,
232,2026-09-15 23:34:00.975,GW-LINE-B,rob01.cycleTime,Good,3.2,
233,2026-09-15 23:34:00.975,GW-LINE-B,rob01.trajectory,Good,8.229746,
234,2026-09-15 23:34:01.462,IM-01,im01.prodTime,Good,09/15/2026 23:34:01,
235,2026-09-15 23:34:01.957,EM-01,em01.totalEnergy,Good,3395.73,
237,2026-09-15 23:34:01.957,EM-01,em01.forwardEnergy,Good,3395.73,
236,2026-09-15 23:34:01.957,IM-01,im01.oilTemp,Good,44.6,
238,2026-09-15 23:34:01.957,EM-01,em01.voltageA,Good,384,
239,2026-09-15 23:34:01.957,EM-01,em01.voltageC,Good,376,
240,2026-09-15 23:34:01.957,EM-01,em01.currentA,Good,203.5,
241,2026-09-15 23:34:01.957,EM-01,em01.activePower,Good,121,
243,2026-09-15 23:34:01.957,EM-01,em01.reactivePower,Good,40,
244,2026-09-15 23:34:01.957,EM-01,em01.powerFactor,Good,0.877,
245,2026-09-15 23:34:01.957,EM-01,em01.frequency,Good,49.95,
246,2026-09-15 23:34:01.957,EM-01,em01.demand,Good,121,
242,2026-09-15 23:34:01.957,IM-01,im01.energyTotal,Good,1.36608333333373,
247,2026-09-15 23:34:01.957,EM-01,em01.energyF64,Good,34.4755277777777,
248,2026-09-15 23:34:01.957,EM-01,em01.unbalance,Good,2.631579,
249,2026-09-15 23:34:01.959,GW-LINE-B,mtc01.actualTemp,Good,99.4,
250,2026-09-15 23:34:01.959,GW-LINE-B,mtc01.outletTemp,Good,99.9,
251,2026-09-15 23:34:01.959,GW-LINE-B,mtc01.tempAvg,Good,993.8375,
252,2026-09-15 23:34:01.961,ENV-01,env01.humidity,Good,55,
253,2026-09-15 23:34:01.961,ENV-01,env01.dewPoint,Good,15.2,
254,2026-09-15 23:34:01.961,ENV-01,env01.noise,Good,70,
255,2026-09-15 23:34:01.961,ENV-01,env01.pm25,Good,25,
256,2026-09-15 23:34:01.961,ENV-01,env01.pressureDiff,Good,6,
257,2026-09-15 23:34:01.961,ENV-01,env01.illuminance,Good,331,
258,2026-09-15 23:34:01.961,ENV-01,env01.tempFluctuation,Good,13.20635,
259,2026-09-15 23:34:01.967,GW-LINE-B,dry01.dewPoint,Good,-33.8,
260,2026-09-15 23:34:01.967,GW-LINE-B,dry01.materialLevel,Good,56,
261,2026-09-15 23:34:01.967,GW-LINE-B,dry01.heatPower,Good,3,
262,2026-09-15 23:34:01.967,GW-LINE-B,dry01.fanCurrent,Good,2,
263,2026-09-15 23:34:01.969,GW-LINE-B,dry01.levelTrend,Good,-2.835958,
264,2026-09-15 23:34:01.974,GW-LINE-B,rob01.cycleTime,Good,2.9,
265,2026-09-15 23:34:01.974,GW-LINE-B,rob01.trajectory,Good,7.851499,
266,2026-09-15 23:34:02.462,IM-01,im01.prodTime,Good,09/15/2026 23:34:02,
267,2026-09-15 23:34:02.957,GW-LINE-B,mtc01.runSeconds,Good,10959,
268,2026-09-15 23:34:02.957,EM-01,em01.readTime,Good,09/15/2026 23:34:02,
269,2026-09-15 23:34:02.959,IM-01,im01.clampForceDev,Good,-52,
270,2026-09-15 23:34:02.959,GW-LINE-B,mtc01.tempDeviation,Good,-0.8,
271,2026-09-15 23:34:02.963,EM-01,em01.totalEnergy,Good,3398.74,
272,2026-09-15 23:34:02.963,EM-01,em01.forwardEnergy,Good,3398.74,
273,2026-09-15 23:34:02.963,EM-01,em01.voltageA,Good,379,
274,2026-09-15 23:34:02.963,EM-01,em01.voltageB,Good,385,
275,2026-09-15 23:34:02.963,EM-01,em01.voltageC,Good,379,
276,2026-09-15 23:34:02.963,EM-01,em01.currentA,Good,202.2,
277,2026-09-15 23:34:02.963,EM-01,em01.activePower,Good,101,
278,2026-09-15 23:34:02.963,EM-01,em01.reactivePower,Good,27,
279,2026-09-15 23:34:02.963,EM-01,em01.powerFactor,Good,0.905,
280,2026-09-15 23:34:02.963,EM-01,em01.frequency,Good,49.9,
281,2026-09-15 23:34:02.963,EM-01,em01.demand,Good,101,
282,2026-09-15 23:34:02.963,EM-01,em01.energyF64,Good,34.506,
283,2026-09-15 23:34:02.963,EM-01,em01.unbalance,Good,1.578947,
284,2026-09-15 23:34:02.965,GW-LINE-B,dry01.drySeconds,Good,10335,
285,2026-09-15 23:34:02.965,GW-LINE-B,dry01.energyTotal,Good,1.67952777777779,
286,2026-09-15 23:34:02.967,ENV-01,env01.runSeconds,Good,10959,
287,2026-09-15 23:34:02.967,ENV-01,env01.sampleTime,Good,09/15/2026 23:34:02,
288,2026-09-15 23:34:02.967,IM-01,im01.moldTemp,Good,84.6,
289,2026-09-15 23:34:02.967,IM-01,im01.oilTemp,Good,44.3,
290,2026-09-15 23:34:02.967,IM-01,im01.energyTotal,Good,1.36691666666706,
291,2026-09-15 23:34:02.970,ENV-01,env01.tempDeviation,Good,0,
292,2026-09-15 23:34:02.972,GW-LINE-B,rob01.runSeconds,Good,10959,
293,2026-09-15 23:34:02.974,GW-LINE-B,rob01.energyTotal,Good,1.52538888888887,
294,2026-09-15 23:34:02.976,ENV-01,env01.roomTemp,Good,24,
295,2026-09-15 23:34:02.976,ENV-01,env01.humidity,Good,56,
296,2026-09-15 23:34:02.976,ENV-01,env01.dewPoint,Good,15.3,
297,2026-09-15 23:34:02.976,ENV-01,env01.noise,Good,74,
298,2026-09-15 23:34:02.976,ENV-01,env01.pm25,Good,29,
299,2026-09-15 23:34:02.976,ENV-01,env01.pressureDiff,Good,11,
300,2026-09-15 23:34:02.976,ENV-01,env01.illuminance,Good,476,
301,2026-09-15 23:34:02.976,ENV-01,env01.tempFluctuation,Good,12.3366,
302,2026-09-15 23:34:02.984,GW-LINE-B,mtc01.actualTemp,Good,99.2,
303,2026-09-15 23:34:02.984,GW-LINE-B,mtc01.outletTemp,Good,99.7,
304,2026-09-15 23:34:02.984,GW-LINE-B,mtc01.tempAvg,Good,992.3352,
305,2026-09-15 23:34:02.991,GW-LINE-B,dry01.dewPoint,Good,-34.6,
306,2026-09-15 23:34:02.991,GW-LINE-B,dry01.heatPower,Good,7,
307,2026-09-15 23:34:02.991,GW-LINE-B,dry01.fanCurrent,Good,0.8,
308,2026-09-15 23:34:02.993,GW-LINE-B,dry01.levelTrend,Good,-2.870364,
309,2026-09-15 23:34:02.999,GW-LINE-B,rob01.cycleTime,Good,3,
310,2026-09-15 23:34:02.999,GW-LINE-B,rob01.posY,Good,2,
311,2026-09-15 23:34:02.999,GW-LINE-B,rob01.trajectory,Good,7.876264,
312,2026-09-15 23:34:03.464,IM-01,im01.prodTime,Good,09/15/2026 23:34:03,
313,2026-09-15 23:34:03.963,EM-01,em01.totalEnergy,Good,3402.04,
314,2026-09-15 23:34:03.963,IM-01,im01.moldTemp,Good,84.5,
315,2026-09-15 23:34:03.963,EM-01,em01.forwardEnergy,Good,3402.04,
316,2026-09-15 23:34:03.963,EM-01,em01.voltageA,Good,375,
317,2026-09-15 23:34:03.963,EM-01,em01.voltageB,Good,380,
318,2026-09-15 23:34:03.963,IM-01,im01.oilTemp,Good,44.6,
319,2026-09-15 23:34:03.963,EM-01,em01.voltageC,Good,378,
320,2026-09-15 23:34:03.963,EM-01,em01.currentA,Good,127.1,
321,2026-09-15 23:34:03.963,EM-01,em01.activePower,Good,129,
322,2026-09-15 23:34:03.963,IM-01,im01.energyTotal,Good,1.3677500000004,
323,2026-09-15 23:34:03.963,EM-01,em01.reactivePower,Good,23,
324,2026-09-15 23:34:03.963,EM-01,em01.powerFactor,Good,0.875,
325,2026-09-15 23:34:03.963,EM-01,em01.frequency,Good,50,
326,2026-09-15 23:34:03.963,EM-01,em01.demand,Good,129,
327,2026-09-15 23:34:03.963,EM-01,em01.energyF64,Good,34.5395,
328,2026-09-15 23:34:03.963,EM-01,em01.unbalance,Good,1.315789,
329,2026-09-15 23:34:03.976,ENV-01,env01.humidity,Good,55,
330,2026-09-15 23:34:03.976,ENV-01,env01.dewPoint,Good,15.2,
331,2026-09-15 23:34:03.976,ENV-01,env01.noise,Good,75,
332,2026-09-15 23:34:03.976,ENV-01,env01.pm25,Good,27,
333,2026-09-15 23:34:03.976,ENV-01,env01.pressureDiff,Good,0,
334,2026-09-15 23:34:03.976,ENV-01,env01.illuminance,Good,488,
335,2026-09-15 23:34:03.976,ENV-01,env01.tempFluctuation,Good,12.88902,
336,2026-09-15 23:34:03.983,GW-LINE-B,mtc01.actualTemp,Good,99.4,
337,2026-09-15 23:34:03.983,GW-LINE-B,mtc01.outletTemp,Good,99.9,
338,2026-09-15 23:34:03.983,GW-LINE-B,mtc01.tempAvg,Good,994.4556,
339,2026-09-15 23:34:03.991,GW-LINE-B,dry01.dewPoint,Good,-34.4,
340,2026-09-15 23:34:03.991,GW-LINE-B,dry01.materialLevel,Good,55,
341,2026-09-15 23:34:03.991,GW-LINE-B,dry01.heatPower,Good,6,
342,2026-09-15 23:34:03.991,GW-LINE-B,dry01.fanCurrent,Good,1.6,
343,2026-09-15 23:34:03.993,GW-LINE-B,dry01.levelTrend,Good,-2.903809,
344,2026-09-15 23:34:03.999,GW-LINE-B,rob01.posY,Good,1,
345,2026-09-15 23:34:03.999,GW-LINE-B,rob01.trajectory,Good,7.714996,
346,2026-09-15 23:34:04.467,IM-01,im01.prodTime,Good,09/15/2026 23:34:04,
