seq,host_time,device,point,quality,value,reason
107,2026-09-15 23:37:53.941,IM-01,im01.bootTime,Good,09/15/2026 23:15:45,
108,2026-09-15 23:37:53.943,ENV-01,env01.tempAlarmLimit,Good,32,
109,2026-09-15 23:37:53.943,ENV-01,env01.co2Threshold,Good,1000,
110,2026-09-15 23:37:53.943,GW-LINE-B,rob01.cycleTime,Good,3.1,
111,2026-09-15 23:37:53.943,GW-LINE-B,rob01.totalPicks,Good,43,
112,2026-09-15 23:37:53.943,GW-LINE-B,rob01.successPicks,Good,43,
113,2026-09-15 23:37:53.943,GW-LINE-B,rob01.failPicks,Good,0,
114,2026-09-15 23:37:53.943,GW-LINE-B,rob01.posX,Good,8,
115,2026-09-15 23:37:53.943,GW-LINE-B,rob01.posY,Good,8,
116,2026-09-15 23:37:53.943,GW-LINE-B,rob01.posZ,Good,8,
117,2026-09-15 23:37:53.943,GW-LINE-B,rob01.gripState,Good,0,
118,2026-09-15 23:37:53.943,GW-LINE-B,rob01.beat,Good,1161,
119,2026-09-15 23:37:53.943,GW-LINE-B,rob01.posDual,Good,0,
120,2026-09-15 23:37:53.943,GW-LINE-B,rob01.trajectory,Good,8.133784,
121,2026-09-15 23:37:53.945,ENV-01,env01.areaNameW,Good,注塑车间A区,
122,2026-09-15 23:37:53.945,GW-LINE-B,mtc01.runSeconds,Good,13269,
123,2026-09-15 23:37:53.945,GW-LINE-B,mtc01.energyTotal,Good,1.97930555555556,
124,2026-09-15 23:37:53.948,GW-LINE-B,mtc01.tempDeviation,Good,-0.6,
125,2026-09-15 23:37:53.948,EM-01,em01.ctRatio,Good,20,
126,2026-09-15 23:37:53.948,EM-01,em01.demandThreshold,Good,320,
127,2026-09-15 23:37:53.950,GW-LINE-B,mtc01.heatingMode,Good,1,
128,2026-09-15 23:37:53.950,EM-01,em01.meterNo,Good,EM-2026-0001,
129,2026-09-15 23:37:53.951,GW-LINE-B,mtc01.serialNo,Good,MTC-2026-0001,
130,2026-09-15 23:37:53.951,GW-LINE-B,mtc01.calibTime,Good,09/15/2026 23:15:45,
131,2026-09-15 23:37:53.953,GW-LINE-B,dry01.drySeconds,Good,12645,
132,2026-09-15 23:37:53.953,GW-LINE-B,dry01.energyTotal,Good,2.0352777777778,
133,2026-09-15 23:37:53.955,GW-LINE-B,dry01.dewDeviation,Good,0.6,
134,2026-09-15 23:37:53.957,GW-LINE-B,dry01.materialBatch,Good,BATCH-2026W38,
135,2026-09-15 23:37:53.959,GW-LINE-B,dry01.batchBcd,Good,910,
136,2026-09-15 23:37:53.961,GW-LINE-B,rob01.runSeconds,Good,13269,
137,2026-09-15 23:37:53.963,GW-LINE-B,rob01.energyTotal,Good,1.84511111111107,
138,2026-09-15 23:37:53.965,GW-LINE-B,rob01.posDeviation,Good,-92,
139,2026-09-15 23:37:53.967,GW-LINE-B,rob01.pickDelay,Good,2,
140,2026-09-15 23:37:53.969,GW-LINE-B,rob01.programName,Good,PICK-STD-01,
141,2026-09-15 23:37:54.389,IM-01,im01.prodTime,Good,09/15/2026 23:37:54,
142,2026-09-15 23:37:54.890,EM-01,em01.totalEnergy,Good,4118.3,
143,2026-09-15 23:37:54.890,EM-01,em01.forwardEnergy,Good,4118.3,
144,2026-09-15 23:37:54.890,EM-01,em01.voltageA,Good,377,
145,2026-09-15 23:37:54.890,EM-01,em01.voltageB,Good,381,
146,2026-09-15 23:37:54.890,EM-01,em01.voltageC,Good,378,
147,2026-09-15 23:37:54.890,EM-01,em01.currentA,Good,219.1,
148,2026-09-15 23:37:54.890,EM-01,em01.activePower,Good,108,
149,2026-09-15 23:37:54.890,EM-01,em01.reactivePower,Good,37,
150,2026-09-15 23:37:54.890,EM-01,em01.powerFactor,Good,0.864,
151,2026-09-15 23:37:54.890,EM-01,em01.frequency,Good,49.95,
152,2026-09-15 23:37:54.890,EM-01,em01.demand,Good,108,
153,2026-09-15 23:37:54.890,EM-01,em01.energyF64,Good,41.8091944444448,
154,2026-09-15 23:37:54.890,EM-01,em01.unbalance,Good,1.052632,
155,2026-09-15 23:37:54.893,IM-01,im01.oilTemp,Good,44.6,
156,2026-09-15 23:37:54.893,IM-01,im01.energyTotal,Good,1.5601666666673,
157,2026-09-15 23:37:54.894,GW-LINE-B,mtc01.pumpPressure,Good,5,
158,2026-09-15 23:37:54.894,GW-LINE-B,mtc01.pumpFlow,Good,31,
159,2026-09-15 23:37:54.894,GW-LINE-B,mtc01.pumpCurrent,Good,3,
160,2026-09-15 23:37:54.894,GW-LINE-B,mtc01.heatPower,Good,5,
161,2026-09-15 23:37:54.894,GW-LINE-B,mtc01.tempAvg,Good,994.0264,
162,2026-09-15 23:37:54.894,ENV-01,env01.pm25,Good,39,
163,2026-09-15 23:37:54.894,ENV-01,env01.pressureDiff,Good,13,
164,2026-09-15 23:37:54.894,ENV-01,env01.illuminance,Good,347,
165,2026-09-15 23:37:54.894,ENV-01,env01.tempFluctuation,Good,12.72322,
166,2026-09-15 23:37:54.902,GW-LINE-B,dry01.dewPoint,Good,-34.6,
167,2026-09-15 23:37:54.902,GW-LINE-B,dry01.heatPower,Good,8,
168,2026-09-15 23:37:54.902,GW-LINE-B,dry01.fanCurrent,Good,1.7,
169,2026-09-15 23:37:54.904,GW-LINE-B,dry01.levelTrend,Good,-2.940907,
170,2026-09-15 23:37:54.910,GW-LINE-B,rob01.trajectory,Good,8.087802,
171,2026-09-15 23:37:55.389,IM-01,im01.prodTime,Good,09/15/2026 23:37:55,
172,2026-09-15 23:37:55.889,IM-01,im01.oilTemp,Good,44.5,
173,2026-09-15 23:37:55.889,IM-01,im01.energyTotal,Good,1.56100000000063,
174,2026-09-15 23:37:55.890,EM-01,em01.totalEnergy,Good,4121.44,
175,2026-09-15 23:37:55.890,EM-01,em01.forwardEnergy,Good,4121.44,
176,2026-09-15 23:37:55.890,EM-01,em01.voltageB,Good,386,
177,2026-09-15 23:37:55.890,EM-01,em01.voltageC,Good,375,
178,2026-09-15 23:37:55.890,EM-01,em01.currentA,Good,217.5,
179,2026-09-15 23:37:55.890,EM-01,em01.activePower,Good,122,
180,2026-09-15 23:37:55.890,EM-01,em01.reactivePower,Good,40,
181,2026-09-15 23:37:55.890,EM-01,em01.powerFactor,Good,0.95,
182,2026-09-15 23:37:55.890,EM-01,em01.frequency,Good,49.98,
183,2026-09-15 23:37:55.890,EM-01,em01.demand,Good,122,
184,2026-09-15 23:37:55.890,EM-01,em01.energyF64,Good,41.8411111111115,
185,2026-09-15 23:37:55.890,EM-01,em01.unbalance,Good,2.894737,
187,2026-09-15 23:37:55.894,ENV-01,env01.roomTemp,Good,24.2,
186,2026-09-15 23:37:55.894,GW-LINE-B,mtc01.actualTemp,Good,99.3,
188,2026-09-15 23:37:55.894,GW-LINE-B,mtc01.pumpPressure,Good,3,
189,2026-09-15 23:37:55.894,GW-LINE-B,mtc01.pumpFlow,Good,22,
190,2026-09-15 23:37:55.894,GW-LINE-B,mtc01.pumpCurrent,Good,5.5,
191,2026-09-15 23:37:55.894,GW-LINE-B,mtc01.heatPower,Good,4,
192,2026-09-15 23:37:55.894,GW-LINE-B,mtc01.outletTemp,Good,99.8,
193,2026-09-15 23:37:55.894,GW-LINE-B,mtc01.tempAvg,Good,992.9837,
194,2026-09-15 23:37:55.894,ENV-01,env01.dewPoint,Good,15.4,
195,2026-09-15 23:37:55.894,ENV-01,env01.noise,Good,78,
196,2026-09-15 23:37:55.894,ENV-01,env01.pm25,Good,43,
197,2026-09-15 23:37:55.894,ENV-01,env01.pressureDiff,Good,4,
198,2026-09-15 23:37:55.894,ENV-01,env01.illuminance,Good,492,
199,2026-09-15 23:37:55.894,ENV-01,env01.tempFluctuation,Good,12.93458,
200,2026-09-15 23:37:55.902,GW-LINE-B,dry01.dewPoint,Good,-33.8,
201,2026-09-15 23:37:55.902,GW-LINE-B,dry01.heatPower,Good,3,
202,2026-09-15 23:37:55.904,GW-LINE-B,dry01.levelTrend,Good,-2.97348,
203,2026-09-15 23:37:55.908,GW-LINE-B,rob01.cycleTime,Good,2.7,
204,2026-09-15 23:37:55.908,GW-LINE-B,rob01.trajectory,Good,8.292239,
205,2026-09-15 23:37:56.394,IM-01,im01.prodTime,Good,09/15/2026 23:37:56,
206,2026-09-15 23:37:56.889,IM-01,im01.oilTemp,Good,44.7,
207,2026-09-15 23:37:56.890,IM-01,im01.energyTotal,Good,1.56183333333397,
208,2026-09-15 23:37:56.890,ENV-01,env01.roomTemp,Good,24.1,
209,2026-09-15 23:37:56.890,ENV-01,env01.dewPoint,Good,15.2,
210,2026-09-15 23:37:56.890,ENV-01,env01.noise,Good,71,
211,2026-09-15 23:37:56.890,ENV-01,env01.pm25,Good,32,
212,2026-09-15 23:37:56.890,ENV-01,env01.pressureDiff,Good,-2,
213,2026-09-15 23:37:56.890,ENV-01,env01.illuminance,Good,480,
214,2026-09-15 23:37:56.890,ENV-01,env01.tempFluctuation,Good,12.55864,
215,2026-09-15 23:37:56.894,GW-LINE-B,mtc01.actualTemp,Good,99.4,
216,2026-09-15 23:37:56.894,GW-LINE-B,mtc01.pumpPressure,Good,2,
217,2026-09-15 23:37:56.894,GW-LINE-B,mtc01.pumpFlow,Good,21,
218,2026-09-15 23:37:56.894,GW-LINE-B,mtc01.pumpCurrent,Good,5.4,
219,2026-09-15 23:37:56.894,GW-LINE-B,mtc01.heatPower,Good,6,
220,2026-09-15 23:37:56.894,GW-LINE-B,mtc01.outletTemp,Good,99.9,
221,2026-09-15 23:37:56.894,GW-LINE-B,mtc01.tempAvg,Good,994.0348,
222,2026-09-15 23:37:56.895,EM-01,em01.totalEnergy,Good,4124.5,
223,2026-09-15 23:37:56.895,EM-01,em01.forwardEnergy,Good,4124.5,
224,2026-09-15 23:37:56.895,EM-01,em01.voltageA,Good,380,
225,2026-09-15 23:37:56.895,EM-01,em01.voltageB,Good,378,
226,2026-09-15 23:37:56.895,EM-01,em01.voltageC,Good,380,
227,2026-09-15 23:37:56.895,EM-01,em01.currentA,Good,207,
228,2026-09-15 23:37:56.895,EM-01,em01.activePower,Good,123,
229,2026-09-15 23:37:56.895,EM-01,em01.reactivePower,Good,22,
230,2026-09-15 23:37:56.895,EM-01,em01.powerFactor,Good,0.88,
231,2026-09-15 23:37:56.895,EM-01,em01.frequency,Good,50.1,
232,2026-09-15 23:37:56.895,EM-01,em01.demand,Good,123,
233,2026-09-15 23:37:56.895,EM-01,em01.energyF64,Good,41.8722777777781,
234,2026-09-15 23:37:56.895,EM-01,em01.unbalance,Good,0.5263158,
235,2026-09-15 23:37:56.901,GW-LINE-B,dry01.dewPoint,Good,-34.5,
236,2026-09-15 23:37:56.901,GW-LINE-B,dry01.materialLevel,Good,54,
237,2026-09-15 23:37:56.901,GW-LINE-B,dry01.heatPower,Good,4,
238,2026-09-15 23:37:56.901,GW-LINE-B,dry01.fanCurrent,Good,1.2,
239,2026-09-15 23:37:56.903,GW-LINE-B,dry01.levelTrend,Good,-3.003313,
240,2026-09-15 23:37:56.909,GW-LINE-B,rob01.cycleTime,Good,2.9,
241,2026-09-15 23:37:56.909,GW-LINE-B,rob01.trajectory,Good,8.194921,
242,2026-09-15 23:37:57.394,IM-01,im01.prodTime,Good,09/15/2026 23:37:57,
243,2026-09-15 23:37:57.890,ENV-01,env01.dewPoint,Good,15.3,
244,2026-09-15 23:37:57.890,ENV-01,env01.noise,Good,74,
245,2026-09-15 23:37:57.890,ENV-01,env01.pm25,Good,21,
246,2026-09-15 23:37:57.890,ENV-01,env01.pressureDiff,Good,-3,
247,2026-09-15 23:37:57.890,ENV-01,env01.illuminance,Good,386,
248,2026-09-15 23:37:57.890,IM-01,im01.moldTemp,Good,84.6,
249,2026-09-15 23:37:57.890,ENV-01,env01.tempFluctuation,Good,13.04048,
250,2026-09-15 23:37:57.890,IM-01,im01.oilTemp,Good,44.8,
251,2026-09-15 23:37:57.890,IM-01,im01.energyTotal,Good,1.5626666666673,
252,2026-09-15 23:37:57.896,GW-LINE-B,mtc01.actualTemp,Good,99.3,
254,2026-09-15 23:37:57.896,GW-LINE-B,mtc01.pumpPressure,Good,3,
253,2026-09-15 23:37:57.896,EM-01,em01.totalEnergy,Good,4127.61,
255,2026-09-15 23:37:57.896,GW-LINE-B,mtc01.pumpFlow,Good,22,
256,2026-09-15 23:37:57.896,EM-01,em01.forwardEnergy,Good,4127.61,
257,2026-09-15 23:37:57.896,GW-LINE-B,mtc01.pumpCurrent,Good,5.7,
258,2026-09-15 23:37:57.896,EM-01,em01.voltageA,Good,378,
259,2026-09-15 23:37:57.896,GW-LINE-B,mtc01.outletTemp,Good,99.8,
260,2026-09-15 23:37:57.896,EM-01,em01.voltageB,Good,377,
261,2026-09-15 23:37:57.896,EM-01,em01.voltageC,Good,381,
262,2026-09-15 23:37:57.896,GW-LINE-B,mtc01.tempAvg,Good,992.5352,
263,2026-09-15 23:37:57.896,EM-01,em01.currentA,Good,128.9,
264,2026-09-15 23:37:57.896,EM-01,em01.activePower,Good,97,
265,2026-09-15 23:37:57.896,EM-01,em01.reactivePower,Good,29,
266,2026-09-15 23:37:57.896,EM-01,em01.powerFactor,Good,0.936,
267,2026-09-15 23:37:57.896,EM-01,em01.frequency,Good,50.03,
268,2026-09-15 23:37:57.896,EM-01,em01.demand,Good,97,
269,2026-09-15 23:37:57.896,EM-01,em01.energyF64,Good,41.9038333333337,
270,2026-09-15 23:37:57.896,EM-01,em01.unbalance,Good,1.052632,
271,2026-09-15 23:37:57.904,GW-LINE-B,dry01.dewPoint,Good,-34,
272,2026-09-15 23:37:57.904,GW-LINE-B,dry01.heatPower,Good,5,
273,2026-09-15 23:37:57.906,GW-LINE-B,dry01.levelTrend,Good,-3.030948,
274,2026-09-15 23:37:57.912,GW-LINE-B,rob01.cycleTime,Good,2.7,
275,2026-09-15 23:37:57.912,GW-LINE-B,rob01.trajectory,Good,8.1073,
276,2026-09-15 23:37:58.395,IM-01,im01.prodTime,Good,09/15/2026 23:37:58,
277,2026-09-15 23:37:58.889,EM-01,em01.readTime,Good,09/15/2026 23:37:58,
278,2026-09-15 23:37:58.891,GW-LINE-B,mtc01.runSeconds,Good,13318,
279,2026-09-15 23:37:58.891,GW-LINE-B,mtc01.energyTotal,Good,1.98691666666668,
280,2026-09-15 23:37:58.894,IM-01,im01.oilTemp,Good,44.5,
281,2026-09-15 23:37:58.894,IM-01,im01.energyTotal,Good,1.56350000000064,
282,2026-09-15 23:37:58.896,EM-01,em01.totalEnergy,Good,4130.8,
283,2026-09-15 23:37:58.896,EM-01,em01.forwardEnergy,Good,4130.8,
284,2026-09-15 23:37:58.896,EM-01,em01.voltageA,Good,381,
285,2026-09-15 23:37:58.896,EM-01,em01.voltageB,Good,379,
286,2026-09-15 23:37:58.896,EM-01,em01.voltageC,Good,375,
287,2026-09-15 23:37:58.896,EM-01,em01.currentA,Good,175.5,
288,2026-09-15 23:37:58.896,EM-01,em01.activePower,Good,116,
289,2026-09-15 23:37:58.896,EM-01,em01.reactivePower,Good,34,
290,2026-09-15 23:37:58.896,EM-01,em01.powerFactor,Good,0.863,
291,2026-09-15 23:37:58.896,EM-01,em01.frequency,Good,49.96,
292,2026-09-15 23:37:58.896,EM-01,em01.demand,Good,116,
293,2026-09-15 23:37:58.896,EM-01,em01.energyF64,Good,41.9361388888893,
294,2026-09-15 23:37:58.896,EM-01,em01.unbalance,Good,1.578947,
295,2026-09-15 23:37:58.899,GW-LINE-B,dry01.drySeconds,Good,12694,
296,2026-09-15 23:37:58.899,GW-LINE-B,dry01.energyTotal,Good,2.04294444444447,
297,2026-09-15 23:37:58.899,ENV-01,env01.runSeconds,Good,13318,
298,2026-09-15 23:37:58.899,ENV-01,env01.sampleTime,Good,09/15/2026 23:37:58,
299,2026-09-15 23:37:58.901,GW-LINE-B,dry01.dewDeviation,Good,0.7,
300,2026-09-15 23:37:58.903,ENV-01,env01.tempDeviation,Good,0.1,
301,2026-09-15 23:37:58.907,GW-LINE-B,rob01.runSeconds,Good,13318,
302,2026-09-15 23:37:58.909,GW-LINE-B,rob01.energyTotal,Good,1.8514444444444,
303,2026-09-15 23:37:58.909,ENV-01,env01.humidity,Good,54,
304,2026-09-15 23:37:58.909,ENV-01,env01.dewPoint,Good,15,
305,2026-09-15 23:37:58.909,ENV-01,env01.noise,Good,71,
306,2026-09-15 23:37:58.909,ENV-01,env01.pm25,Good,58,
307,2026-09-15 23:37:58.909,ENV-01,env01.illuminance,Good,377,
308,2026-09-15 23:37:58.909,ENV-01,env01.tempFluctuation,Good,12.88529,
309,2026-09-15 23:37:58.919,GW-LINE-B,mtc01.actualTemp,Good,99.4,
310,2026-09-15 23:37:58.919,GW-LINE-B,mtc01.pumpPressure,Good,4,
311,2026-09-15 23:37:58.919,GW-LINE-B,mtc01.pumpFlow,Good,36,
312,2026-09-15 23:37:58.919,GW-LINE-B,mtc01.pumpCurrent,Good,4.5,
313,2026-09-15 23:37:58.919,GW-LINE-B,mtc01.heatPower,Good,8,
314,2026-09-15 23:37:58.919,GW-LINE-B,mtc01.outletTemp,Good,99.9,
315,2026-09-15 23:37:58.919,GW-LINE-B,mtc01.tempAvg,Good,994.2504,
316,2026-09-15 23:37:58.928,GW-LINE-B,dry01.dewPoint,Good,-34.3,
317,2026-09-15 23:37:58.928,GW-LINE-B,dry01.fanCurrent,Good,1.4,
318,2026-09-15 23:37:58.930,GW-LINE-B,dry01.levelTrend,Good,-3.063552,
319,2026-09-15 23:37:58.936,GW-LINE-B,rob01.cycleTime,Good,3.1,
320,2026-09-15 23:37:58.936,GW-LINE-B,rob01.trajectory,Good,8.040831,
321,2026-09-15 23:37:59.398,IM-01,im01.prodTime,Good,09/15/2026 23:37:59,
322,2026-09-15 23:37:59.895,IM-01,im01.oilTemp,Good,44.4,
323,2026-09-15 23:37:59.895,IM-01,im01.injectPressure,Good,255,
324,2026-09-15 23:37:59.895,IM-01,im01.energyTotal,Good,1.56433333333397,
325,2026-09-15 23:37:59.895,EM-01,em01.totalEnergy,Good,4133.99,
326,2026-09-15 23:37:59.895,EM-01,em01.forwardEnergy,Good,4133.99,
327,2026-09-15 23:37:59.895,EM-01,em01.voltageA,Good,375,
328,2026-09-15 23:37:59.895,EM-01,em01.voltageB,Good,382,
329,2026-09-15 23:37:59.895,EM-01,em01.voltageC,Good,383,
330,2026-09-15 23:37:59.895,EM-01,em01.currentA,Good,142.6,
331,2026-09-15 23:37:59.895,EM-01,em01.activePower,Good,114,
332,2026-09-15 23:37:59.895,EM-01,em01.reactivePower,Good,29,
333,2026-09-15 23:37:59.895,EM-01,em01.powerFactor,Good,0.893,
334,2026-09-15 23:37:59.895,EM-01,em01.frequency,Good,50.08,
335,2026-09-15 23:37:59.895,EM-01,em01.demand,Good,114,
336,2026-09-15 23:37:59.895,EM-01,em01.energyF64,Good,41.9684722222226,
337,2026-09-15 23:37:59.895,EM-01,em01.unbalance,Good,2.105263,
338,2026-09-15 23:37:59.899,IM-01,im01.alarmCode,Good,4,
339,2026-09-15 23:37:59.902,IM-01,im01.ready,Good,False,
340,2026-09-15 23:37:59.902,IM-01,im01.faultAlarm,Good,True,
342,2026-09-15 23:37:59.909,ENV-01,env01.humidity,Good,53,
343,2026-09-15 23:37:59.909,ENV-01,env01.dewPoint,Good,14.9,
344,2026-09-15 23:37:59.909,ENV-01,env01.noise,Good,76,
345,2026-09-15 23:37:59.909,ENV-01,env01.pm25,Good,23,
